"","Elapsed.Time..s.","Bin.1","Bin.2","Bin.3","Bin.4","Bin.5","Bin.6","Bin.7","Bin.8","Bin.9","Bin.10","Bin.11","Bin.12","Bin.13","Bin.14","Bin.15","Bin.16","Bin.17","Deadtime..s.","Temperature..C.","Humidity....","Ambient.Pressure..kPa.","Alarms","Errors","date"
"185",1850,1106,768,483,236,135,148,67,75,55,15,3,1,1,0,0,0,0,0.029641,30.371,0,100.593,NA,NA,2019-09-05 08:01:33
"186",1860,1098,738,533,251,127,163,81,56,38,27,5,3,0,1,0,0,0,0.029831,30.385,0,100.59,NA,NA,2019-09-05 08:01:43
"187",1870,1105,760,481,279,120,143,72,63,61,17,7,5,2,0,0,0,0,0.029837,30.418,0,100.593,NA,NA,2019-09-05 08:01:53
"188",1880,1090,768,505,252,130,133,92,68,61,16,6,2,1,0,0,0,0,0.030097,30.425,0,100.593,NA,NA,2019-09-05 08:02:03
"189",1890,823,540,365,182,83,105,49,36,43,5,2,1,0,0,0,0,0,0.021037,30.436,0,100.593,NA,NA,2019-09-05 08:02:13
"190",1900,389,278,173,73,44,43,22,21,15,4,0,0,0,0,0,0,0,0.009922,30.469,0,100.593,NA,NA,2019-09-05 08:02:23
"191",1910,430,302,216,89,46,47,15,10,7,4,1,1,0,0,0,0,0,0.010758,30.48,0,100.6,NA,NA,2019-09-05 08:02:33
"192",1920,2818,2383,1476,693,246,91,28,11,16,2,0,1,0,0,0,0,0,0.071866,30.491,0,100.6,NA,NA,2019-09-05 08:02:43
"193",1930,2399,1928,1140,591,159,56,19,13,15,3,1,2,0,0,0,0,0,0.057815,30.52,0,100.593,NA,NA,2019-09-05 08:02:53
"194",1940,2255,1841,1189,596,191,70,24,20,15,3,1,0,1,0,0,0,0,0.057178,30.535,0,100.6,NA,NA,2019-09-05 08:03:03
"195",1950,1662,1402,822,422,141,46,24,14,15,2,3,0,0,0,0,0,0,0.04236,30.545,0,100.6,NA,NA,2019-09-05 08:03:13
"196",1960,975,847,534,266,69,38,11,7,10,2,0,0,0,0,0,0,0,0.025563,30.571,0,100.597,NA,NA,2019-09-05 08:03:23
"197",1970,961,810,525,253,78,35,10,11,5,0,1,0,0,0,0,0,0,0.024931,30.585,0,100.597,NA,NA,2019-09-05 08:03:33
"198",1980,980,803,563,254,66,35,12,6,6,2,3,0,0,0,0,0,0,0.0254,30.618,0,100.6,NA,NA,2019-09-05 08:03:43
"199",1990,1020,889,526,265,82,41,13,13,6,0,0,1,0,0,0,0,0,0.026409,30.627,0,100.59,NA,NA,2019-09-05 08:03:53
"200",2000,997,877,541,292,109,39,17,11,18,3,1,0,0,0,0,0,0,0.027277,30.636,0,100.593,NA,NA,2019-09-05 08:04:03
"201",2010,3005,2482,1299,505,128,58,22,14,9,0,0,1,0,0,0,0,0,0.066917,30.662,0,100.606,NA,NA,2019-09-05 08:04:13
"202",2020,14083,11648,5419,1843,344,90,26,18,14,1,1,0,0,0,0,0,0,0.298943,30.678,0,100.603,NA,NA,2019-09-05 08:04:23
"203",2030,11965,9914,4642,1497,262,66,15,13,12,2,0,0,0,0,0,0,0,0.252116,30.691,0,100.593,NA,NA,2019-09-05 08:04:33
"204",2040,11816,9463,4458,1421,222,68,18,14,6,1,0,0,0,0,0,0,0,0.243089,30.713,0,100.6,NA,NA,2019-09-05 08:04:43
"205",2050,6189,5109,2290,678,104,32,12,10,8,0,0,0,0,0,0,0,0,0.126957,30.729,0,100.612,NA,NA,2019-09-05 08:04:53
"206",2060,3032,2366,1085,328,56,16,7,6,2,1,0,0,0,0,0,0,0,0.06027,30.745,0,100.6,NA,NA,2019-09-05 08:05:03
"207",2070,2249,1892,803,238,38,15,4,2,1,0,1,0,0,0,0,0,0,0.045606,30.76,0,100.609,NA,NA,2019-09-05 08:05:13
"208",2080,2253,1726,766,219,42,17,7,7,4,0,1,0,0,0,0,0,0,0.043909,30.778,0,100.603,NA,NA,2019-09-05 08:05:23
"209",2090,2242,1727,793,266,64,23,9,13,2,2,1,0,0,0,0,0,0,0.045187,30.796,0,100.603,NA,NA,2019-09-05 08:05:33
"210",2100,2308,1751,788,339,63,28,9,0,9,1,0,0,0,0,0,0,0,0.046605,30.804,0,100.597,NA,NA,2019-09-05 08:05:43
"211",2110,2297,1787,877,337,77,43,11,6,8,2,0,0,0,0,0,0,0,0.048193,30.836,0,100.597,NA,NA,2019-09-05 08:05:53
"212",2120,2197,1728,816,300,69,32,12,11,5,3,0,0,0,0,0,0,0,0.04567,30.847,0,100.606,NA,NA,2019-09-05 08:06:03
"213",2130,4138,2515,1053,339,90,46,12,10,7,0,0,0,0,0,0,0,0,0.068673,30.858,0,100.606,NA,NA,2019-09-05 08:06:13
"214",2140,5133,2937,1124,339,89,51,20,13,10,1,2,0,0,0,0,0,0,0.080251,30.891,0,100.612,NA,NA,2019-09-05 08:06:23
"215",2150,4739,2691,1060,373,103,46,15,20,10,0,0,0,0,0,0,0,0,0.075558,30.898,0,100.603,NA,NA,2019-09-05 08:06:33
"216",2160,4008,2358,923,319,75,40,17,11,8,2,1,1,0,0,0,0,0,0.064713,30.909,0,100.609,NA,NA,2019-09-05 08:06:43
"217",2170,1916,1148,427,151,32,16,4,6,4,2,0,0,0,0,0,0,0,0.030954,30.935,0,100.615,NA,NA,2019-09-05 08:06:53
"218",2180,1680,1016,390,141,46,14,7,3,0,1,1,0,0,0,0,0,0,0.027521,30.949,0,100.606,NA,NA,2019-09-05 08:07:03
"219",2190,1742,1001,425,145,51,25,7,5,4,0,0,0,0,0,0,0,0,0.028375,30.964,0,100.618,NA,NA,2019-09-05 08:07:13
"220",2200,1645,993,429,162,43,36,9,10,6,0,0,0,0,0,0,0,0,0.028229,30.982,0,100.609,NA,NA,2019-09-05 08:07:23
"221",2210,1657,1070,407,199,54,30,9,3,6,2,0,2,0,0,0,0,0,0.028989,31,0,100.612,NA,NA,2019-09-05 08:07:33
"222",2220,1764,1006,411,184,70,33,14,7,8,0,0,0,0,0,0,0,0,0.029594,31.014,0,100.609,NA,NA,2019-09-05 08:07:43
"223",2230,6606,1921,589,235,74,43,21,6,8,2,1,0,0,0,0,0,0,0.070109,31.021,0,100.606,NA,NA,2019-09-05 08:07:53
"224",2240,5996,1799,594,233,65,38,12,8,9,0,0,0,0,0,0,0,0,0.065228,31.054,0,100.609,NA,NA,2019-09-05 08:08:03
"225",2250,5546,1705,560,255,73,32,14,3,11,2,0,1,0,0,0,0,0,0.06179,31.059,0,100.615,NA,NA,2019-09-05 08:08:13
"226",2260,4209,1350,464,191,58,34,18,6,11,2,0,0,1,0,0,0,0,0.04801,31.071,0,100.609,NA,NA,2019-09-05 08:08:23
"227",2270,2772,887,310,141,47,21,7,7,6,1,0,0,0,0,0,0,0,0.031767,31.093,0,100.612,NA,NA,2019-09-05 08:08:33
"228",2280,2737,840,284,120,48,31,7,10,3,3,0,0,0,0,0,0,0,0.030744,31.107,0,100.603,NA,NA,2019-09-05 08:08:43
"229",2290,2708,867,351,164,55,29,21,11,5,2,1,1,0,0,0,0,0,0.032523,31.136,0,100.603,NA,NA,2019-09-05 08:08:53
"230",2300,2683,1030,395,203,69,31,8,5,7,4,0,0,0,0,0,0,0,0.035086,31.146,0,100.609,NA,NA,2019-09-05 08:09:03
"231",2310,2639,999,460,197,84,40,14,3,10,2,0,0,0,0,0,0,0,0.035832,31.161,0,100.612,NA,NA,2019-09-05 08:09:13
"232",2320,4752,1921,638,267,91,33,12,10,9,0,1,0,0,0,0,0,0,0.060044,31.182,0,100.609,NA,NA,2019-09-05 08:09:23
"233",2330,13855,5795,1595,469,126,40,28,9,5,3,0,0,0,0,0,0,0,0.169894,31.196,0,100.618,NA,NA,2019-09-05 08:09:33
"234",2340,11286,4758,1363,382,96,47,15,8,5,2,0,0,0,0,0,0,0,0.13971,31.205,0,100.612,NA,NA,2019-09-05 08:09:43
"235",2350,10150,4423,1237,378,96,50,13,13,7,1,0,0,0,0,0,0,0,0.127305,31.214,0,100.603,NA,NA,2019-09-05 08:09:53
"236",2360,5101,2078,620,160,47,23,6,7,2,0,0,0,0,0,0,0,0,0.062182,31.243,0,100.6,NA,NA,2019-09-05 08:10:03
"237",2370,3341,1379,362,94,23,13,5,3,1,1,0,0,0,0,0,0,0,0.040001,31.25,0,100.603,NA,NA,2019-09-05 08:10:13
"238",2380,3249,1388,389,118,37,12,6,2,1,0,0,0,0,0,0,0,0,0.04009,31.264,0,100.6,NA,NA,2019-09-05 08:10:23
"239",2390,3094,1392,407,163,38,28,7,5,5,1,0,0,0,0,0,0,0,0.040445,31.271,0,100.597,NA,NA,2019-09-05 08:10:33
"240",2400,3221,1317,394,145,33,20,9,3,1,1,1,0,0,0,0,0,0,0.039987,31.304,0,100.609,NA,NA,2019-09-05 08:10:43
"241",2410,3061,1349,404,125,54,30,8,3,2,1,0,0,0,0,0,0,0,0.039481,31.311,0,100.606,NA,NA,2019-09-05 08:10:53
"242",2420,6032,2307,646,175,49,26,11,6,3,3,0,0,0,0,0,0,0,0.070395,31.321,0,100.603,NA,NA,2019-09-05 08:11:03
"243",2430,11598,3856,1015,311,93,42,13,13,3,1,1,0,0,0,0,0,0,0.126421,31.343,0,100.606,NA,NA,2019-09-05 08:11:13
"244",2440,9957,3366,872,275,79,54,11,4,6,1,0,0,0,0,0,0,0,0.110147,31.357,0,100.597,NA,NA,2019-09-05 08:11:23
"245",2450,7720,2646,709,205,69,27,10,6,6,1,0,0,0,0,0,0,0,0.085495,31.373,0,100.593,NA,NA,2019-09-05 08:11:33
"246",2460,3392,1123,317,99,16,15,7,4,4,0,0,0,0,0,0,0,0,0.03722,31.379,0,100.618,NA,NA,2019-09-05 08:11:43
"247",2470,1588,577,153,41,17,6,3,1,0,0,0,0,0,0,0,0,0,0.017958,31.411,0,100.615,NA,NA,2019-09-05 08:11:53
"248",2480,1007,347,101,35,11,6,0,2,0,0,0,0,0,0,0,0,0,0.011251,31.414,0,100.612,NA,NA,2019-09-05 08:12:03
"249",2490,1275,443,115,53,14,8,0,2,0,0,0,0,0,0,0,0,0,0.014374,31.429,0,100.606,NA,NA,2019-09-05 08:12:13
"250",2500,1216,468,142,65,13,5,4,1,2,0,0,0,0,0,0,0,0,0.014745,31.439,0,100.597,NA,NA,2019-09-05 08:12:23
"251",2510,1107,441,158,63,17,12,2,5,2,0,0,0,0,0,0,0,0,0.014083,31.464,0,100.606,NA,NA,2019-09-05 08:12:33
"252",2520,4727,2640,1325,600,141,44,3,2,2,1,1,0,0,0,0,0,0,0.080258,31.471,0,100.612,NA,NA,2019-09-05 08:12:43
"253",2530,9292,5685,2732,1186,336,86,13,3,3,1,0,0,0,0,0,0,0,0.166633,31.482,0,100.612,NA,NA,2019-09-05 08:12:53
"254",2540,8789,5328,2576,1130,283,64,12,4,4,1,0,0,0,0,0,0,0,0.155917,31.504,0,100.603,NA,NA,2019-09-05 08:13:03
"255",2550,8484,5325,2533,1101,305,70,14,2,4,0,0,0,0,0,0,0,0,0.154529,31.518,0,100.606,NA,NA,2019-09-05 08:13:13
"256",2560,8382,5024,2517,1161,255,54,8,8,4,1,0,0,0,0,0,0,0,0.150035,31.532,0,100.603,NA,NA,2019-09-05 08:13:23
"257",2570,8303,4990,2395,1086,304,57,11,10,6,1,0,0,0,0,0,0,0,0.147595,31.543,0,100.609,NA,NA,2019-09-05 08:13:33
"258",2580,8077,5009,2421,1061,243,44,12,6,3,0,0,0,0,0,0,0,0,0.144976,31.568,0,100.597,NA,NA,2019-09-05 08:13:43
"259",2590,7840,4915,2383,1018,242,55,11,7,5,2,1,0,0,0,0,0,0,0.141877,31.573,0,100.6,NA,NA,2019-09-05 08:13:53
"260",2600,7624,4714,2352,999,235,61,13,7,7,3,0,1,0,0,0,0,0,0.138389,31.588,0,100.612,NA,NA,2019-09-05 08:14:03
"261",2610,7732,4836,2401,1076,237,55,5,11,7,3,1,0,0,0,0,0,0,0.141466,31.596,0,100.603,NA,NA,2019-09-05 08:14:13
"262",2620,7582,4751,2262,1031,233,68,9,8,3,2,0,0,0,0,0,0,0,0.137658,31.625,0,100.6,NA,NA,2019-09-05 08:14:23
"263",2630,7389,4651,2358,1027,238,60,15,8,5,1,0,0,0,0,1,0,0,0.135719,31.636,0,100.6,NA,NA,2019-09-05 08:14:33
"264",2640,7327,4563,2243,976,234,58,18,12,7,0,0,0,0,0,0,0,0,0.133022,31.661,0,100.597,NA,NA,2019-09-05 08:14:43
"265",2650,7297,4496,2238,954,213,65,20,11,7,5,0,0,0,0,0,0,0,0.131716,31.666,0,100.618,NA,NA,2019-09-05 08:14:53
"266",2660,7052,4501,2265,1000,234,70,10,10,6,0,0,0,0,0,0,0,0,0.13093,31.679,0,100.6,NA,NA,2019-09-05 08:15:03
"267",2670,7027,4481,2231,885,212,68,26,7,13,1,0,0,0,0,0,0,0,0.128814,31.696,0,100.59,NA,NA,2019-09-05 08:15:13
"268",2680,7126,4457,2205,943,203,61,17,14,8,3,0,0,0,0,0,0,0,0.12966,31.714,0,100.6,NA,NA,2019-09-05 08:15:23
"269",2690,7248,4364,2253,935,204,61,25,14,9,2,0,0,0,0,0,0,0,0.130335,31.725,0,100.593,NA,NA,2019-09-05 08:15:33
"270",2700,6714,4374,2132,903,218,68,15,15,14,0,0,0,0,0,0,0,0,0.125576,31.732,0,100.606,NA,NA,2019-09-05 08:15:43
"271",2710,6845,4351,2114,958,206,56,8,7,10,0,1,0,0,0,0,0,0,0.125923,31.757,0,100.609,NA,NA,2019-09-05 08:15:53
"272",2720,6793,4127,2012,923,204,73,19,11,7,2,0,0,1,0,0,0,0,0.121773,31.77,0,100.593,NA,NA,2019-09-05 08:16:03
"273",2730,4424,2822,1390,609,135,31,15,5,11,2,0,0,0,0,0,0,0,0.081755,31.784,0,100.6,NA,NA,2019-09-05 08:16:13
"274",2740,3658,2324,1185,466,108,37,7,16,4,2,0,0,0,0,0,0,0,0.067227,31.786,0,100.606,NA,NA,2019-09-05 08:16:23
"275",2750,3565,2176,1191,442,97,39,11,5,5,1,0,0,1,0,0,0,0,0.065012,31.821,0,100.6,NA,NA,2019-09-05 08:16:33
"276",2760,3301,2134,1100,428,90,38,20,11,3,0,0,0,0,0,0,0,0,0.061174,31.827,0,100.603,NA,NA,2019-09-05 08:16:43
"277",2770,3166,2136,1091,399,106,49,14,7,6,0,0,0,0,0,0,0,0,0.06035,31.839,0,100.603,NA,NA,2019-09-05 08:16:53
"278",2780,3135,2023,1014,427,95,43,7,5,12,2,0,0,0,0,0,0,0,0.058813,31.846,0,100.606,NA,NA,2019-09-05 08:17:03
"279",2790,3159,1986,1021,432,92,27,15,12,7,1,0,0,0,0,0,0,0,0.058322,31.875,0,100.6,NA,NA,2019-09-05 08:17:13
"280",2800,3167,1915,942,405,92,36,14,7,4,2,0,0,0,0,0,0,0,0.056525,31.879,0,100.606,NA,NA,2019-09-05 08:17:23
"281",2810,2994,1886,981,405,85,38,11,10,10,0,0,0,0,0,0,0,0,0.055716,31.893,0,100.6,NA,NA,2019-09-05 08:17:33
"282",2820,2905,1899,962,428,98,39,13,7,5,1,0,0,0,0,0,0,0,0.055199,31.907,0,100.603,NA,NA,2019-09-05 08:17:43
"283",2830,2932,1881,930,392,106,29,15,9,10,1,0,0,0,0,0,0,0,0.05453,31.929,0,100.6,NA,NA,2019-09-05 08:17:53
"284",2840,2930,1913,925,384,98,42,6,14,5,0,1,0,0,0,0,0,0,0.054438,31.938,0,100.603,NA,NA,2019-09-05 08:18:03
"285",2850,3133,1792,871,383,103,33,9,8,4,0,1,0,0,0,0,0,0,0.054127,31.946,0,100.606,NA,NA,2019-09-05 08:18:13
"286",2860,2883,1758,847,392,77,52,25,12,8,0,0,1,0,0,0,0,0,0.052104,31.964,0,100.6,NA,NA,2019-09-05 08:18:23
"287",2870,2898,1746,873,360,97,35,11,8,5,1,0,0,0,0,0,0,0,0.051598,31.982,0,100.6,NA,NA,2019-09-05 08:18:33
"288",2880,2796,1658,860,347,73,46,10,10,4,2,0,0,0,0,0,0,0,0.049578,31.996,0,100.6,NA,NA,2019-09-05 08:18:43
"289",2890,2660,1601,816,371,88,35,18,9,8,1,0,0,0,0,0,0,0,0.04846,32,0,100.606,NA,NA,2019-09-05 08:18:53
"290",2900,2790,1673,836,368,85,30,14,13,4,0,0,0,0,0,0,0,0,0.0499,32.026,0,100.6,NA,NA,2019-09-05 08:19:03
"291",2910,2527,1583,797,342,86,44,14,7,10,0,0,0,0,0,0,0,0,0.04628,32.037,0,100.603,NA,NA,2019-09-05 08:19:13
"292",2920,2443,1535,794,306,74,41,16,19,9,1,0,1,0,0,0,0,0,0.045385,32.048,0,100.593,NA,NA,2019-09-05 08:19:23
"293",2930,2418,1466,685,333,85,40,18,21,5,0,0,0,0,0,0,0,0,0.043281,32.056,0,100.603,NA,NA,2019-09-05 08:19:33
"294",2940,2315,1480,732,311,69,47,18,13,6,0,0,0,0,0,0,0,0,0.04308,32.063,0,100.606,NA,NA,2019-09-05 08:19:43
"295",2950,2691,1591,730,300,69,46,20,5,8,0,0,0,0,0,0,0,0,0.04619,32.093,0,100.609,NA,NA,2019-09-05 08:19:53
"296",2960,4069,2063,836,269,80,47,11,9,8,2,0,0,0,0,0,0,0,0.060353,32.093,0,100.606,NA,NA,2019-09-05 08:20:03
"297",2970,4666,2202,869,287,74,40,20,7,6,1,1,0,0,0,0,0,0,0.065628,32.107,0,100.597,NA,NA,2019-09-05 08:20:13
"298",2980,5038,2204,869,277,57,37,13,15,5,2,0,0,0,0,0,0,0,0.067971,32.111,0,100.6,NA,NA,2019-09-05 08:20:23
"299",2990,4979,2267,808,271,67,33,12,14,3,1,0,0,0,0,0,0,0,0.06743,32.144,0,100.603,NA,NA,2019-09-05 08:20:33
"300",3000,4618,2046,769,248,72,38,12,9,3,0,1,0,0,0,0,0,0,0.062248,32.148,0,100.622,NA,NA,2019-09-05 08:20:43
"301",3010,4403,1983,747,276,51,38,16,11,5,1,0,0,0,0,0,0,0,0.06016,32.174,0,100.597,NA,NA,2019-09-05 08:20:53
"302",3020,4034,1875,716,289,59,30,17,13,4,0,0,0,0,0,0,0,0,0.056839,32.185,0,100.609,NA,NA,2019-09-05 08:21:03
"303",3030,3934,1786,658,227,66,32,11,7,9,2,1,0,0,0,0,0,0,0.053531,32.196,0,100.606,NA,NA,2019-09-05 08:21:13
"304",3040,3805,1660,689,228,65,38,15,5,8,0,0,0,0,0,0,0,0,0.052407,32.204,0,100.622,NA,NA,2019-09-05 08:21:23
"305",3050,3583,1631,658,222,52,34,13,6,3,0,1,1,0,0,0,0,0,0.049867,32.215,0,100.615,NA,NA,2019-09-05 08:21:33
"306",3060,3371,1521,668,207,61,26,9,9,5,0,0,0,0,0,0,0,0,0.047182,32.241,0,100.615,NA,NA,2019-09-05 08:21:43
"307",3070,3299,1432,570,232,57,22,9,7,4,0,0,0,0,0,0,0,0,0.045104,32.244,0,100.6,NA,NA,2019-09-05 08:21:53
"308",3080,3105,1421,569,183,39,36,8,11,5,2,0,0,0,0,0,0,0,0.043208,32.257,0,100.618,NA,NA,2019-09-05 08:22:03
"309",3090,3092,1391,600,174,40,20,7,10,5,2,0,0,0,0,0,0,0,0.042809,32.263,0,100.603,NA,NA,2019-09-05 08:22:13
"310",3100,3074,1310,533,196,49,31,9,9,7,1,0,0,0,0,0,0,0,0.041605,32.296,0,100.606,NA,NA,2019-09-05 08:22:23
"311",3110,2890,1244,505,172,51,27,10,10,3,2,0,0,0,0,0,0,0,0.039371,32.296,0,100.603,NA,NA,2019-09-05 08:22:33
"312",3120,2704,1312,484,215,48,27,10,5,3,0,0,0,0,0,0,0,0,0.03869,32.311,0,100.606,NA,NA,2019-09-05 08:22:43
"313",3130,2599,1254,538,178,66,23,11,8,6,0,0,0,0,0,0,0,0,0.037759,32.315,0,100.609,NA,NA,2019-09-05 08:22:53
"314",3140,2611,1143,497,162,45,22,11,5,10,1,0,0,0,0,0,0,0,0.036063,32.337,0,100.606,NA,NA,2019-09-05 08:23:03
"315",3150,2473,1160,468,168,41,26,8,7,3,1,0,0,0,0,0,0,0,0.03515,32.352,0,100.609,NA,NA,2019-09-05 08:23:13
"316",3160,2395,1104,459,157,35,28,11,9,4,1,0,0,0,0,0,0,0,0.033906,32.357,0,100.609,NA,NA,2019-09-05 08:23:23
"317",3170,2313,1027,424,149,52,25,6,8,1,0,0,0,0,0,0,0,0,0.032244,32.37,0,100.612,NA,NA,2019-09-05 08:23:33
"318",3180,2307,1030,403,155,33,24,7,6,1,1,0,1,0,0,0,0,0,0.031785,32.374,0,100.612,NA,NA,2019-09-05 08:23:43
"319",3190,2214,1033,408,133,32,22,9,5,0,0,0,0,0,0,0,0,0,0.030802,32.4,0,100.612,NA,NA,2019-09-05 08:23:53
"320",3200,2234,995,381,163,29,22,12,6,4,0,0,0,0,0,0,0,0,0.030857,32.407,0,100.609,NA,NA,2019-09-05 08:24:03
"321",3210,2112,980,420,124,38,21,7,6,3,2,0,0,0,0,0,0,0,0.029994,32.422,0,100.612,NA,NA,2019-09-05 08:24:13
"322",3220,2016,911,423,135,29,15,5,7,2,0,0,0,0,0,0,0,0,0.028291,32.426,0,100.609,NA,NA,2019-09-05 08:24:23
"323",3230,2099,944,341,126,27,17,10,6,2,0,0,0,0,0,0,0,0,0.028692,32.452,0,100.606,NA,NA,2019-09-05 08:24:33
"324",3240,1947,882,353,114,32,17,8,5,3,2,0,0,0,0,0,0,0,0.026942,32.463,0,100.603,NA,NA,2019-09-05 08:24:43
"325",3250,1955,864,343,119,34,21,2,4,1,0,0,0,0,0,0,0,0,0.026489,32.467,0,100.597,NA,NA,2019-09-05 08:24:53
"326",3260,1856,855,330,111,31,13,8,2,1,0,0,0,0,0,0,0,0,0.025531,32.481,0,100.615,NA,NA,2019-09-05 08:25:03
"327",3270,1833,784,314,125,38,20,6,5,2,0,0,0,0,0,0,0,0,0.025093,32.481,0,100.606,NA,NA,2019-09-05 08:25:13
"328",3280,1863,815,340,117,31,14,5,5,2,0,0,0,0,0,0,0,0,0.025631,32.515,0,100.612,NA,NA,2019-09-05 08:25:23
"329",3290,1923,777,322,98,23,16,3,7,1,2,0,1,0,0,0,0,0,0.024935,32.519,0,100.606,NA,NA,2019-09-05 08:25:33
"330",3300,1871,787,321,106,21,12,7,4,1,0,0,0,0,0,0,0,0,0.024831,32.531,0,100.603,NA,NA,2019-09-05 08:25:43
"331",3310,1802,786,295,106,33,25,7,5,2,1,0,0,0,0,0,0,0,0.024226,32.537,0,100.618,NA,NA,2019-09-05 08:25:53
"332",3320,1674,693,282,105,29,15,7,2,3,1,1,0,0,0,0,0,0,0.022385,32.552,0,100.615,NA,NA,2019-09-05 08:26:03
"333",3330,1702,675,254,99,22,23,7,5,3,1,0,0,0,0,0,0,0,0.022072,32.574,0,100.612,NA,NA,2019-09-05 08:26:13
"334",3340,1595,625,255,83,22,15,3,2,3,0,0,0,0,0,0,0,0,0.020423,32.581,0,100.612,NA,NA,2019-09-05 08:26:23
"335",3350,1567,627,275,99,31,17,5,5,4,0,0,0,0,0,0,0,0,0.020744,32.593,0,100.612,NA,NA,2019-09-05 08:26:33
"336",3360,1564,637,234,94,29,17,5,2,2,0,0,0,0,0,0,0,0,0.02066,32.593,0,100.609,NA,NA,2019-09-05 08:26:43
"337",3370,1422,632,249,75,34,8,7,2,5,1,0,0,0,0,0,0,0,0.019426,32.622,0,100.609,NA,NA,2019-09-05 08:26:53
"338",3380,1408,593,246,77,29,23,0,2,2,0,0,0,0,0,0,0,0,0.018882,32.63,0,100.615,NA,NA,2019-09-05 08:27:03
"339",3390,1357,551,248,85,18,11,6,2,1,0,0,0,0,0,0,0,0,0.018133,32.643,0,100.612,NA,NA,2019-09-05 08:27:13
"340",3400,1361,512,206,77,15,10,3,5,2,0,0,0,0,0,0,0,0,0.017161,32.648,0,100.606,NA,NA,2019-09-05 08:27:23
"341",3410,1309,511,214,89,21,20,8,2,2,0,0,0,0,0,0,0,0,0.017107,32.656,0,100.609,NA,NA,2019-09-05 08:27:33
"342",3420,1264,534,226,49,19,12,13,4,0,0,0,0,0,0,0,0,0,0.016777,32.685,0,100.612,NA,NA,2019-09-05 08:27:43
"343",3430,1248,532,201,72,14,16,4,1,3,0,0,0,0,0,0,0,0,0.016479,32.693,0,100.606,NA,NA,2019-09-05 08:27:53
"344",3440,1153,507,197,74,17,9,2,1,1,0,0,0,0,0,0,0,0,0.015493,32.719,0,100.615,NA,NA,2019-09-05 08:28:03
"345",3450,1128,476,193,63,18,10,4,7,0,0,0,0,0,0,0,0,0,0.015041,32.719,0,100.618,NA,NA,2019-09-05 08:28:13
"346",3460,1127,483,191,66,19,9,5,2,1,0,0,0,1,0,0,0,0,0.015089,32.735,0,100.622,NA,NA,2019-09-05 08:28:23
"347",3470,1097,469,190,63,18,17,6,2,3,0,0,0,0,0,0,0,0,0.014811,32.741,0,100.603,NA,NA,2019-09-05 08:28:33
"348",3480,1091,445,182,63,18,7,1,2,0,0,0,0,0,0,0,0,0,0.014287,32.759,0,100.6,NA,NA,2019-09-05 08:28:43
"349",3490,1095,457,196,63,15,10,3,1,1,0,0,0,0,0,0,0,0,0.014654,32.778,0,100.609,NA,NA,2019-09-05 08:28:53
"350",3500,1024,489,176,56,19,15,5,4,1,0,0,0,0,0,0,0,0,0.014282,32.781,0,100.606,NA,NA,2019-09-05 08:29:03
"351",3510,1023,432,154,53,18,22,4,3,0,0,0,0,0,0,0,0,0,0.013575,32.796,0,100.603,NA,NA,2019-09-05 08:29:13
"352",3520,1035,430,181,66,14,15,5,1,3,1,0,0,0,0,0,0,0,0.013987,32.796,0,100.612,NA,NA,2019-09-05 08:29:23
"353",3530,1032,434,179,65,16,6,7,5,2,1,0,0,0,0,0,0,0,0.013858,32.822,0,100.609,NA,NA,2019-09-05 08:29:33
"354",3540,980,388,160,53,19,14,5,2,2,0,0,0,0,0,0,0,0,0.012842,32.833,0,100.606,NA,NA,2019-09-05 08:29:43
"355",3550,997,402,170,47,15,18,7,4,1,1,0,0,0,0,0,0,1,0.013148,32.839,0,100.612,NA,NA,2019-09-05 08:29:53
"356",3560,928,376,162,59,18,21,4,4,2,0,0,0,0,0,0,0,0,0.012559,32.852,0,100.615,NA,NA,2019-09-05 08:30:03
"357",3570,934,405,150,52,23,21,9,2,1,0,0,0,0,0,0,0,0,0.012742,32.852,0,100.609,NA,NA,2019-09-05 08:30:13
"358",3580,876,359,148,59,23,15,6,3,4,1,0,0,0,0,0,0,0,0.011911,32.881,0,100.615,NA,NA,2019-09-05 08:30:23
"359",3590,880,377,142,67,24,16,9,4,1,0,0,0,0,0,0,0,0,0.01193,32.889,0,100.609,NA,NA,2019-09-05 08:30:33
"360",3600,911,377,132,57,20,24,4,5,5,0,0,0,0,0,0,0,0,0.012204,32.894,0,100.609,NA,NA,2019-09-05 08:30:43
"361",3610,946,376,174,66,17,19,3,6,2,0,0,0,0,0,0,0,0,0.012939,32.907,0,100.6,NA,NA,2019-09-05 08:30:53
"362",3620,960,397,162,53,21,17,7,4,5,0,0,0,0,0,0,0,0,0.012874,32.915,0,100.612,NA,NA,2019-09-05 08:31:03
"363",3630,923,414,191,58,28,14,1,7,2,0,0,0,0,0,0,0,0,0.013431,32.941,0,100.606,NA,NA,2019-09-05 08:31:13
"364",3640,967,360,196,59,20,23,7,6,1,0,0,0,0,0,0,0,0,0.013139,32.944,0,100.609,NA,NA,2019-09-05 08:31:23
"365",3650,876,428,185,77,18,20,3,3,3,0,0,0,0,0,0,0,0,0.013211,32.95,0,100.615,NA,NA,2019-09-05 08:31:33
"366",3660,904,363,156,76,17,18,8,6,1,0,0,0,0,0,0,0,0,0.01248,32.963,0,100.606,NA,NA,2019-09-05 08:31:43
